Date,Part Number,serialNumber,typeName,stationNumber,stationDescription,Faulire Code,Failure Description,Defect,failureDetails,Action Code,Material Code,Material Desc,partClass
8/30/2024 0:00,20083957,1293067,Test,2-AT,RF Test Bench,Components,Component Failures,Damaged Parts,Replace COUPLING PEEK FOR BOTH CAPS, Replace Component/NCR,061-006,"ROD,COUPLING,PEEK,SW6x33",Others
8/30/2024 0:00,20086219-002,1960293,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"when cap 2 move on 90% the cap is noise, need replace c2.", Replace Component/NCR,10000715-008,CVMX-1000AC/15-BUAA,Capacitor
9/3/2024 0:00,20116266,1982797,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,"Hole has no thread, bottom ok", Replace Component/NCR,20070730,"INSULATOR,HF INPUT",Others
9/5/2024 0:00,20031907,2241043,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,R59 and bottom PCB is defective. Unstable reading and power level., Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
9/5/2024 0:00,20031907,2241046,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,R59 and bottom PCB is defective. Unstable reading and power., Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
9/5/2024 0:00,20063066,1983741,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"Match failed Impedance is out spec, suggests replacing cap c1", Replace Component/NCR,10000660-022,CVUN-500AC/8-JHJA-Z1,Capacitor
9/5/2024 0:00,20063066,1983742,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"Match failed RF test, suggests replacing phase-Mag.", Replace Component/NCR,20031909,ASSY PMD 40MHZ GND-ISO CAL,Phase Mag
9/5/2024 0:00,20088206,1984995,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Rear Panel has a deep scratch received as it is from vendor., Replace Component/NCR,20030831,PANEL REAR,Sheet Metal
9/5/2024 0:00,20116265,1984992,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Missing Lock washer., Replace Component/NCR,20074263,"CABLE,OUTPUT INTERCONN,AE18095",Cables & Cable Assy's
9/7/2024 0:00,20069401,1985008,Test,2-AT,RF Test Bench,Components,Component Failures,Damaged Parts,Reflection High. Please replace phase mag, Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
9/7/2024 0:00,20108540,1949670,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,Match failed VPP need replace VPP probe with p/n#20088128., Replace Component/NCR,20088128,"PCBA, VPP, LF, HV",Others
9/9/2024 0:00,20108540,1968025,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"Match failed RF test, need replacing Phase-Mag", Replace Component/NCR,20031907,ASSY PMD 400KHZ GND-ISO CAL,Phase Mag
9/10/2024 0:00,20105342,1984982,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Cable has wrong connector, Replace Component/NCR,20033964,"CA,DC PWR SUPPLY",Others
9/10/2024 0:00,853-040482-682,1988210,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Chassis have shining bad coding. Received from vender, Replace Component/NCR,714-211846-006,"ENCL, RF MATCH, 300MM",Sheet Metal
9/11/2024 0:00,20063637,1990609,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"Unable calibration when RF is on, need replace VI probe.", Replace Component/NCR,10011242,ASSY PCB - RF CURRENT AND VOLTAGE PROBE,Others
9/11/2024 0:00,20068930,1988730,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Part number printed on wrong side, Replace Component/NCR,20068047,"ACTUATOR, RF INPUT INTLK SW AMAT MDP PIB",Others
9/11/2024 0:00,20068930,1988731,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Holes too small, Replace Component/NCR,20068083,"CHASSIS, AMAT MDP PIB",Others
9/11/2024 0:00,20082481,1988660,Test,2-AT,RF Test Bench,Components,Component Failures,Damaged Parts,"RF FAIL. caps not tuning, reflection high", Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
9/11/2024 0:00,20105342,1984990,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,Matches fail VPP probe need replace VPP., Replace Component/NCR,20061392,PCB ASSY VOLTAGE PROBE VPP VNAND,Others
9/13/2024 0:00,20069401,1992543,Test,2- CT,Test Bench,Components,Component Failures,Damaged Parts,Phase-Mag defective. Replace Phase-Mag. See TP uploaded., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
9/13/2024 0:00,20122867-001,1989659,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Damaged HW,Enclosure on one side is bent received as it is from vendor., Replace Component/NCR,20066183,ENCLOSURE,Sheet Metal
9/16/2024 0:00,10003939,1985836,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Stained, Replace Component/NCR,10004278,Housing Flex 45,Sheet Metal
9/17/2024 0:00,20081539,1988741,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Internal scratch in house on bottom panel, Replace Component/NCR,20030827,PANEL BOTTOM,Sheet Metal
9/17/2024 0:00,20081539,1988742,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Panel top has a scratch received as it is from vendor, Replace Component/NCR,20030832,PANEL TOP,Sheet Metal
9/18/2024 0:00,20031909,2420145,Calibration,PMD Station,PMD Station,Components,Component Failures,PCB Failure,Defective and degraded C11 diode from vender. Will not adjust to spec range. Reading is stuck 1.1434V., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
9/18/2024 0:00,20086219-002,1991452,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,C2 Capacitor is damaged received as it is from vendor, Replace Component/NCR,10000715-008,CVMX-1000AC/15-BUAA,Capacitor
9/18/2024 0:00,20086219-002,1991452,Test,2-BT,Test Bench,Components,Component Failures,VI Probe,RF Vpp reading 0.0 V., Replace Component/NCR,,,V/I Probe
9/19/2024 0:00,20031907,2230544,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C5,Calibrated multiple times. Still failed for C5 TEST. Defective R59 resistor is way out of spec range. return back to vendor., Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
9/19/2024 0:00,20062704,1993406,Test,2- CT,Test Bench,Components,Component Failures,Damaged Parts,Failed RF test. High reflected RF power at 7000W. Need replace Phase Mag                                    Reading 250W.                               Should be:20W,Open Match to Investigate,20031909,ASSY PMD 40MHZ GND-ISO CAL,Phase Mag
9/19/2024 0:00,20086219-002,1991460,Test,2-BT,Test Bench,Components,Component Failures,Damaged Parts,The power reflect too high., Replace Component/NCR,20031907,ASSY PMD 400KHZ GND-ISO CAL,Phase Mag
9/20/2024 0:00,20108540,1994166,Test,2-BT,Test Bench,Components,Component Failures,Damaged Parts,Vpp ready 0.0 Volt., Replace Component/NCR,20088128,"PCBA, VPP, LF, HV",V/I Probe
9/23/2024 0:00,20062704,1993407,Test,2- CT,Test Bench,Components,Component Failures,Damaged Parts,Failed RF test. high reflected RF power at 5000W. Reading 220W. Should be: 21W. Need replace Phase mag, Replace Component/NCR,20031909,ASSY PMD 40MHZ GND-ISO CAL,Phase Mag
9/24/2024 0:00,20069401,1996249,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Thread damaged, Replace Component/NCR,10009264,NUT HEX MU0.5D/M18-BRS-SILV,Others
9/25/2024 0:00,20062704,1993410,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Coupler not deep enough., Replace Component/NCR,200061925,COUPLER HEX SCREW HEAD,Others
9/25/2024 0:00,20105342,1996254,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Enclosure has a dent in one of the corner received as it is, Replace Component/NCR,20066183,ENCLOSURE,Sheet Metal
9/25/2024 0:00,20105342,1996254,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"Matches fail VPP test, need replace VPP Probe with p/n#20061392.", Replace Component/NCR,20061392,PCB ASSY VOLTAGE PROBE VPP VNAND,Others
9/26/2024 0:00,10009897,2421057,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,"Defective R40 and R64 from vendor. Will not adjust to spec range. Possibly, shorted out.", Replace Component/NCR,10009900,ASSY PMD 13.56MHZ GND-REF NON-CAL,Phase Mag
9/26/2024 0:00,20063066,1999583,Assembly,3-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,fUSE HOLE OUY OF SPEC TO SMALL, Replace Component/NCR,20050897,"ENCL,40Mhz RFM",Sheet Metal
9/27/2024 0:00,20069401,2000432,Test,2-BT,Test Bench,Components,Component Failures,Damaged Parts,The power reflect not stable., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
9/27/2024 0:00,20116266,1997148,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Replace small fan not working..., Replace Component/NCR,20069077,"FAN ASSY,CTRLR BOX",Fan
9/30/2024 0:00,20071327,2000368,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Steeper #2 cable found damaged. Replace Stepper Cable #2., Replace Component/NCR,10009594,CA ASSY STEPPER#2,Cables & Cable Assy's
9/30/2024 0:00,20105342,2000377,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Pem nut on the wrong side, Replace Component/NCR,10009467,PANEL MOTOR,Others
10/1/2024 0:00,20116266,1997149,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Replace Capacitor C49 failed at Non-RF test., Replace Component/NCR,20070197,CVLI-125CC/8-ZHWA-J,Capacitor
10/2/2024 0:00,10009897,2421158,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,"Please return PMD to vendor. Defective R5 CAP, will not adjust to spec range.", Replace Component/NCR,10009900,ASSY PMD 13.56MHZ GND-REF NON-CAL,Phase Mag
10/2/2024 0:00,20082481,2000441,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Thread damaged, Replace Component/NCR,10009264,NUT HEX MU0.5D/M18-BRS-SILV,Others
10/2/2024 0:00,20082481,2000443,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,BROKEN PART, Replace Component/NCR,20067081,PCBA ANALOG INTERFACE PVD MATCH,Others
10/3/2024 0:00,20030643,2004851,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Cable is on the wrong route, Replace Component/NCR,10008889,ASSY FAN,Fan
10/4/2024 0:00,20082481,2000443,Test,2- CT,Test Bench,Components,Component Failures,Damaged Parts,Replace Phase-Mag Detector failed at RF-Test...., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
10/4/2024 0:00,853-040482-682,2002045,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Hi-pot test failed., Replace Component/NCR,20082905,CFMN-2800BAC/8-DE-G,Capacitor
10/7/2024 0:00,20031910,2434006,Assembly,4-E,AMAT/LAM Bench,Components,Component Failures,PCB Failure,Capacitor on the PCB is not tuning to specs. please see the photos of the current PCB and the ones previously used, Replace Component/NCR,10010397,PCB ASSY VHF PHASEMAG RF SAMPLING 162MHz,Controller PCBA
10/7/2024 0:00,20082481,2000437,Test,2-BT,Test Bench,Components,Component Failures,Damaged Parts,The power reflect too high., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
10/9/2024 0:00,10003939,2004117,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Missing pem nut, Replace Component/NCR,10003905,BASE PLATE 18.5TURN COIL,Inductor/Coil
10/9/2024 0:00,20137682,2002588,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Top cover received as it is from vendor with one of the holes doesn't have a counter sink., Replace Component/NCR,,,Sheet Metal
10/10/2024 0:00,20088206,1998665,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"USB no communication, need replace control PCB", Replace Component/NCR,10007217,PCB ASSY MATCH CONTROLLER V1.2.3,Controller PCBA
10/11/2024 0:00,20071327,2008972,Assembly,3-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,STRIPPED THREAD, Replace Component/NCR,10009232,NUT HEX MUE M30x1-BRS-SILV,Others
10/11/2024 0:00,853-040482-682,2002049,Test,1-BT,Flex Test Bench,Components,Component Failures,Damaged Parts,C7 CAP is SEIZING while homing., Replace Component/NCR,20084227,CVUN-250AC/15-BEFA-C,Capacitor
10/14/2024 0:00,10003939,2004121,Test,1-AT,Flex Test Bench,Burned,at RF testing,Replace Component,"Capacitor burnt, please replace", Replace Component/NCR,10000809-006,CVMN-1000AC/5-BEAA-C,Capacitor
10/14/2024 0:00,20091588,2004850,Test,2- CT,Test Bench,Components,Component Failures,PCB Failure,Replace PCB Control showing high reflection with Non-RF test., Replace Component/NCR,10007217,PCB ASSY MATCH CONTROLLER V1.2.3,Controller PCBA
10/14/2024 0:00,853-040482-682,2006676,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Failed after Hi-pot test., Replace Component/NCR,20082905,CFMN-2800BAC/8-DE-G,Capacitor
10/15/2024 0:00,20071327,2008978,Assembly,3-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Damaged HW,FEM NUT STRIPPED, Replace Component/NCR,10008295,PANEL TOP,Sheet Metal
10/17/2024 0:00,20069401,2013326,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,The F on the Fuse logo is missing some letter part on the silk screen received as it is from vendor., Replace Component/NCR,20069333,"TOP PANEL, MDP MINI PIB MOUNT",Sheet Metal
10/17/2024 0:00,20116266,2009958,Assembly,2-A,SIRF Assembly Bench,Assembly,Station Issues,Fixture/Others,The panel has missed aligment ., Replace Component/NCR,,,Sheet Metal
10/18/2024 0:00,20082481,2013335,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"Match failed RF test, suggest replacing Phase-Mag.", Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
10/21/2024 0:00,10009898,2430609,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,Defective C7 diode from vender. Reading is -2.7943V and could not adjust to spec range., Replace Component/NCR,10009901,ASSY PMD 13.56MHZ GND-ISO NON-CAL,Phase Mag
10/21/2024 0:00,20031909,2420157,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,Defective C11 is reading 1.0405V and could not adjust to spec range., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/21/2024 0:00,20031909,2420160,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,Defective R2 is reading 0.0521V and could not adjust to spec range., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/21/2024 0:00,20071327,2013355,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"Matches fail RF test, suggest replacing cap c2.", Replace Component/NCR,10000709-018,CVUN-250AC/15-JHJA-Z1,Capacitor
10/21/2024 0:00,20116265,2009961,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Failed Non-Rf. Replace Capacitor C29., Replace Component/NCR,20070197,CVLI-125CC/8-ZHWA-J,Capacitor
10/21/2024 0:00,20116266,2009962,Assembly,2-A,SIRF Assembly Bench,Assembly,Station Issues,Fixture/Others,Top Cover has some scratched ., Replace Component/NCR,,,Sheet Metal
10/22/2024 0:00,20031909,2410100,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,BOTTOM PCB BOARD. 10 pin connector is intermittent. Unstable on and off., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
10/22/2024 0:00,20116265,2009960,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,HF Station 1 failed Non-RF. Replace Capacitor C19., Replace Component/NCR,20070197,CVLI-125CC/8-ZHWA-J,Capacitor
10/22/2024 0:00,20116266,2013349,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Missing pemnut., Replace Component/NCR,20070886,"PLATE,LF CAP&COIL CONN, ADJ",Others
10/22/2024 0:00,853-040482-682,2013360,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Failed Hi-pot after test., Replace Component/NCR,20082905,CFMN-2800BAC/8-DE-G,Capacitor
10/24/2024 0:00,20063066,2015384,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"Matches fail RF test, suggest replacing Phase-Mag.", Replace Component/NCR,20031909,ASSY PMD 40MHZ GND-ISO CAL,Phase Mag
10/24/2024 0:00,20063066,2105382,Assembly,5-D,AMAT Bench,Components,Component Failures,Damaged Parts,PCB defected need replace, Replace Component/NCR,20045241,PCB ASSY MATCH CONTROLLER V1.2.4,Controller PCBA
10/28/2024 0:00,20071327,2018153,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Impedance failed. Replace Capacitor C1 out of spec., Replace Component/NCR,10000709-018,CVUN-250AC/15-JHJA-Z1,Capacitor
10/28/2024 0:00,20082481,2019032,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,Magnitude input signal is not tune. replace Phag-mag., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",V/I Probe
10/29/2024 0:00,20063066,2020017,Assembly,2-A,SIRF Assembly Bench,Assembly,Station Issues,Damaged Parts,The thread is damaged ., Replace Component/NCR,10008427,"CONN, RF, SOCKET, 20mm, BL20N",Others
10/30/2024 0:00,853-343601-305,2017578,Test,NPI-T03,NPI Test Bench,Hi-Pot,test failure,Replace Capacitor,"Matches fail hipot test, suggest replacing cap c5.", Replace Component/NCR,,,Capacitor
11/4/2024 0:00,20071327,2022230,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Scratches on the Cover HF INPUT received as it is from vendor, Replace Component/NCR,10008312,COVER RF INPUT INTLK,Others
11/4/2024 0:00,20081539,2022238,Test,2-ET,Test Bench,Interlock Failure,Interlock Failure,Interlock Test Failure,Gui DI user interface window local /remote inactive. request replay PCB, Replace Component/NCR,10007217,PCB ASSY MATCH CONTROLLER V1.2.3,Controller PCBA
11/6/2024 0:00,20082481,2024401,Test,3AT,Test Bench,Interlock Failure,Interlock Failure,Interlock Test Failure,USB communication lost replace PCBA, Replace Component/NCR,20045241,PCB ASSY MATCH CONTROLLER V1.2.4,Controller PCBA
11/7/2024 0:00,20122867-002,2027576,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,OQA Rejected due to the big scratch. (internal), Replace Component/NCR,20066183,ENCLOSURE,Sheet Metal
11/8/2024 0:00,20063066,2024396,Test,NPI-T03,NPI Test Bench,Document,OMS/TP/Others,Incorrect HW,"Matches fail Impedance, suggest replacing c1.", Replace Component/NCR,10000660-022,CVUN-500AC/8-JHJA-Z1,Capacitor
11/8/2024 0:00,20088206,2028598,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Received as it from vendor with long deep scratch and a dent on the corner., Replace Component/NCR,20030827,PANEL BOTTOM,Sheet Metal
11/11/2024 0:00,20071327,2028599,Test,2-ET,Test Bench,Interlock Failure,Interlock Failure,Interlock Test Failure,"Match imp comer 1, 5% 5% tunning range out replan C1", Replace Component/NCR,10000709-018,CVUN-250AC/15-JHJA-Z1,Capacitor
11/13/2024 0:00,10003939,2028609,Assembly,2-A,SIRF Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Received as it is from vendor missing standoffs, Replace Component/NCR,10004277,PANEL BOTTOM,Sheet Metal
11/13/2024 0:00,20031907,2241169,Calibration,PMD Station,PMD Station,Phase Mag Tests,,B3,Too far away from spec range., Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
11/14/2024 0:00,20069401,2029736,Test,3AT,Test Bench,Interlock Failure,Interlock Failure,Interlock Test Failure,Load impedance <0.91-7.99j couldn't tune >1. Replace Phase Mag, Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
11/14/2024 0:00,20088206,2029751,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,"Scratch, received from vendor.", Replace Component/NCR,20091295,"PANEL,FRONT",Sheet Metal
11/16/2024 0:00,20071327,2028608,Assembly,5-D,AMAT Bench,Components,Component Failures,Damaged Parts,"Vpp Probe PCB defective, please replace", Replace Component/NCR,10009086,PCB ASSY VOLTAGE PROBE PROX SENSOR,Others
11/18/2024 0:00,20082481,2033802,Assembly,3-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,chassis is scratched, Replace Component/NCR,20069332,"CHASSIS, MDP MINI PIB MOUNT",Sheet Metal
11/18/2024 0:00,20082481,2033809,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Side panel has no pem nut, Replace Component/NCR,20069443,"SIDE PANEL, DSM MINI PIB MOUNT",Sheet Metal
11/19/2024 0:00,10009897,2441992,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,"Defective R5 CAP intermittent, on and off and unstable reading.", Replace Component/NCR,10009900,ASSY PMD 13.56MHZ GND-REF NON-CAL,Phase Mag
11/19/2024 0:00,20082481,2033807,Assembly,3-D,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Received Capacitor as it is from vendor with no logo, Replace Component/NCR,20064130,CVUN-1500AC/4-JHJL-Z1,Capacitor
11/19/2024 0:00,20116265,2036282,Assembly,2-A,SIRF Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Misalignment . The screw is not able to go in pemnuts ., Replace Component/NCR,,,Sheet Metal
11/19/2024 0:00,20116265,2036285,Assembly,2-A,SIRF Assembly Bench,Defects,Cosmetic/Damaged/Others,Damaged Parts,Misalignment hole ., Replace Component/NCR,20070730,"INSULATOR,HF INPUT",Others
11/20/2024 0:00,20069401,2033795,Test,2-BT,Test Bench,Components,Component Failures,Damaged Parts,C2 test high pot., Replace Component/NCR,20064129,CVUN-500AC/8-JHJL-Z1,Capacitor
11/20/2024 0:00,20082481,2033804,Test,2- CT,Test Bench,Components,Component Failures,Damaged Parts,Failed RRF test. High reflected RF power at 2500W. Reading 260W. Should be lower than 5W,Open Match to Investigate,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
11/21/2024 0:00,20031426,2037375,Assembly,3-F,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Output insulator no thread, Replace Component/NCR,20031636,OUTPUT INSULATOR PEEK,Others
11/21/2024 0:00,20082481,2033800,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Phase-Mag Detector failed at RF-Test. Replace Phase-Mag., Replace Component/NCR,20067337,"PMD ASSY, ANALOG, 13MHz, CW",Phase Mag
11/22/2024 0:00,20031909,2440003,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,SAME DEFECTIVE. New vendor or new part. Defective C11 diode is max out at .7771V. Way out of spec range. With 3000W RF power ON., Replace Component/NCR,,,Phase Mag
11/22/2024 0:00,20031909,2440004,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,SAME DEFECTIVE. New vendor or new part. Defective C11 diode is max out at .9201V. Way out of spec range. With 3000W RF power ON., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
11/22/2024 0:00,20031909,2440005,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,"Looks like a new part or a new vendor. Defective C11 diode, is unstable and too low to target spec.", Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
11/22/2024 0:00,20031909,2440008,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,SAME DEFECTIVE. New vendor or new part. Defective C11 diode is max out at .9111V. Way out of spec range., Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
11/22/2024 0:00,20063066,2037366,Assembly,3-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Plate was scratched from vender, Replace Component/NCR,20051805,"PLATE,MTG,40MHZ RFM,STD",Sheet Metal
11/22/2024 0:00,20108540,2037355,Test,2- CT,Test Bench,Components,Component Failures,Fan/Motors/Cables,Rf-Test failed Phase-Mag high tunning time on Preset 2. Per Victor re-calibrate phase-mag and check switch., Replace Component/NCR,20031907,ASSY PMD 400KHZ GND-ISO CAL,Phase Mag
11/22/2024 0:00,20122867-002,2037342,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Defect received from vendor., Replace Component/NCR,20091508,"CA, RF INTLK",Cables & Cable Assy's
11/23/2024 0:00,20031909,2440001,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,"Defective C11 CAP. Vendor is using a different part. Voltage is out of spec range, when RF power is turn on at 3KW.", Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
11/23/2024 0:00,20031909,2440007,Calibration,PMD Station,PMD Station,Components,Component Failures,Damaged Parts,"Defective C11 CAP. Vendor is using a different part. Voltage is out of spec range, when RF power is turn on at 3KW.", Replace Component/NCR,20045849,ASSY PMD 40MHZ GND-ISO NON-CAL,Phase Mag
11/25/2024 0:00,20031907,2240785,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C5,Calibrated multiple times. Still failed at test C5. Out of spec range., Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
11/25/2024 0:00,20063637,2040059,Assembly,3-A,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Missing PEM nut., Replace Component/NCR,20063632,"PANEL, FRONT, DSM ANALOG/ECAT RINGTUNER",Sheet Metal
11/25/2024 0:00,20063637,2040060,Assembly,4-D,AMAT/LAM Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,Scratches, Replace Component/NCR,20063803,"CHASSIS, DSM ANALOG RINGTUNER",Sheet Metal
12/2/2024 0:00,20031907,2241223,Calibration,PMD Station,PMD Station,Phase Mag Tests,,C5,"Calibrated 3 times, same result. Out spec range.", Replace Component/NCR,20045325,ASSY PMD 400KHZ GND-ISO NON-CAL,Phase Mag
12/5/2024 0:00,20082481,2049244,Assembly,3-B,Flex Assembly Bench,Defects,Cosmetic/Damaged/Others,Cosmetic defects,received material with deep scratch., Replace Component/NCR,20069332,"CHASSIS, MDP MINI PIB MOUNT",Sheet Metal
